source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P01189,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P01213,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01213,PDYN,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P01210,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01210,PENK,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P04083,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P04083,ANXA1,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q8IVG9,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,0,,LRdb;Reactome_LRdb,post_translational,,,2,1,ligand,ligand,,generic,functional,resource_specific,Q8IVG9,MT-RNR2,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P0DJI8,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P0DJI8,SAA1,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P22466,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P22466,GAL,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P20382,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P20382,PMCH,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q5H8A3,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q5H8A3,NMS,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P48645,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P48645,NMU,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q13519,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q13519,PNOC,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q8NG41,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8NG41,NPB,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q8N729,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8N729,NPW,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P01303,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01303,NPY,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q8WXF3,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8WXF3,RLN3,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
Q9Y5Q6,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q9Y5Q6,INSL5,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
O00230,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,O00230,CORT,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P61278,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P61278,SST,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P10082,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P10082,PYY,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P01298,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01298,PPY,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P02776,P08913,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P02776,PF4,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P09172,P08913,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,HPMR;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P09172,DBH,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08913,ADRA2A,protein,10,FALSE,TRUE,FALSE,TRUE,FALSE
P22301,P25942,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,Matrisome;OmniPath,generic,functional,resource_specific,P22301,IL10,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
P01579,P25942,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P01579,IFNG,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
P29965,P25942,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4221,17,CellPhoneDB:23602662;DIP:1280226;HPRD:10647992;HPRD:7516405;HPRD:7543281;ICELLNET:11163401;LRdb:10647992;LRdb:1374165;LRdb:7516405;LRdb:7543281;SIGNOR:12324477;SIGNOR:19426221;SPIKE:17183360;connectomeDB2020:10647992;connectomeDB2020:1374165;connectomeDB2020:7516405;connectomeDB2020:7543281,CellChatDB;CellPhoneDB;CellPhoneDB_ICELLNET;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,10647992;11163401;12324477;1280226;1374165;17183360;19426221;23602662;7516405;7543281,10,27,16,ligand,ligand,GO_Intercell;OmniPath,generic,functional,resource_specific,P29965,CD40LG,protein,13,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
Q9Y275,P25942,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32103204,CellPhoneDB;CellTalkDB;I2D_CellPhoneDB;InnateDB_CellPhoneDB,post_translational,32103204,1,4,2,ligand,ligand,,generic,functional,resource_specific,Q9Y275,TNFSF13B,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
Q06643,P25942,TRUE,FALSE,TRUE,TRUE,FALSE,,3,CellTalkDB:7916655;LRdb:7916655;connectomeDB2020:7916655,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,post_translational,7916655,1,11,8,ligand,ligand,,generic,functional,resource_specific,Q06643,LTB,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
Q14116,P25942,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q14116,IL18,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P25942,CD40,protein,16,FALSE,TRUE,TRUE,TRUE,FALSE
P05231,P08887,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=5744;http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=726,49,AlzPathway:18067990;Baccin2019:12829785;Baccin2019:14557255;Baccin2019:3136546;BioGRID:14557255;BioGRID:2788034;CellTalkDB:12829785;DIP:7744001;DIP:8702737;DIP:9028955;DIP:9694899;Guide2Pharma:1995637;HPMR:15895091;HPMR:3136546;HPRD:12829785;HPRD:14557255;InnateDB:14557255;InnateDB:14656210;InnateDB:15895091;InnateDB:7744875;InnateDB:8706672;InnateDB:9694899;IntAct:11238858;LRdb:12829785;LRdb:14557255;LRdb:3136546;Lit-BM-17:12643274;Lit-BM-17:12829785;Lit-BM-17:14557255;Lit-BM-17:18775332;Lit-BM-17:2788034;Lit-BM-17:7744001;Lit-BM-17:8702737;Lit-BM-17:9028955;Lit-BM-17:9694899;NetPath:2788034;NetPath:7893704;SIGNOR:15895091;SIGNOR:18923185;SIGNOR:23663276;SIGNOR:8676083;SignaLink3:11238858;SignaLink3:12643274;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2788034;connectomeDB2020:12829785;connectomeDB2020:14557255;connectomeDB2020:3136546,AlzPathway;Baccin2019;BioGRID;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;Kirouac2010;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,post_translational,11238858;12643274;12829785;14557255;14656210;15895091;18067990;18775332;18923185;1995637;21071413;23331499;23663276;2788034;3136546;7744001;7744875;7893704;8676083;8702737;8706672;9028955;9694899,23,32,23,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;CellPhoneDB;GO_Intercell;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P05231,IL6,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08887,IL6R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P29350,P08887,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08887,IL6R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P01375,P08887,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08887,IL6R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P13725,P08887,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P13725,OSM,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P08887,IL6R,protein,19,FALSE,TRUE,TRUE,TRUE,FALSE
P02649,Q9NZC2,FALSE,FALSE,FALSE,FALSE,FALSE,,2,CellTalkDB:27477018;IntAct:30341064,CellTalkDB;IntAct,post_translational,27477018;30341064,2,2,2,ligand,ligand,,generic,functional,resource_specific,P02649,APOE,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9NZC2,TREM2,protein,12,FALSE,TRUE,TRUE,TRUE,FALSE
Q8NFY4,Q9NZC2,FALSE,FALSE,FALSE,FALSE,FALSE,,5,CellTalkDB:16715077;LRdb:16715077;Ramilowski2015:16715077;connectomeDB2020:16715077;talklr:16715077,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,16715077,1,11,8,ligand,ligand,,generic,functional,resource_specific,Q8NFY4,SEMA6D,protein,7,TRUE,FALSE,FALSE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9NZC2,TREM2,protein,12,FALSE,TRUE,TRUE,TRUE,FALSE
Q12860,Q92823,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,CellChatDB;Wang;Wojtowicz2020,post_translational,,,3,3,ligand,ligand,,generic,functional,resource_specific,Q12860,CNTN1,protein,2,TRUE,FALSE,FALSE,TRUE,TRUE,receptor,receptor,,generic,functional,resource_specific,Q92823,NRCAM,protein,8,FALSE,TRUE,TRUE,TRUE,FALSE
Q02246,Q92823,FALSE,FALSE,FALSE,FALSE,FALSE,,4,CellTalkDB:12139915;HPRD:12139915;LRdb:12139915;connectomeDB2020:12139915,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,12139915,1,12,8,ligand,ligand,,generic,functional,resource_specific,Q02246,CNTN2,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q92823,NRCAM,protein,8,FALSE,TRUE,TRUE,TRUE,FALSE
Q96GW7,Q92823,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,post_translational,32196115,1,7,5,ligand,ligand,,generic,functional,resource_specific,Q96GW7,BCAN,protein,3,TRUE,FALSE,TRUE,FALSE,TRUE,receptor,receptor,,generic,functional,resource_specific,Q92823,NRCAM,protein,8,FALSE,TRUE,TRUE,TRUE,FALSE
P39905,P19022,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:24254198,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,post_translational,24254198,1,3,1,ligand,ligand,,generic,functional,resource_specific,P39905,GDNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19022,CDH2,protein,7,FALSE,TRUE,FALSE,TRUE,FALSE
P23560,P19022,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P23560,BDNF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19022,CDH2,protein,7,FALSE,TRUE,FALSE,TRUE,FALSE
P22455,P19022,FALSE,FALSE,FALSE,FALSE,FALSE,,1,HPRD:9168198,HPRD;PhosphoPoint;Wang,post_translational,9168198,1,3,3,ligand,ligand,,generic,functional,resource_specific,P22455,FGFR4,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19022,CDH2,protein,7,FALSE,TRUE,FALSE,TRUE,FALSE
P01579,Q9H2A7,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,talklr;iTALK;EMBRACE;CellTalkDB;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P01579,IFNG,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9H2A7,CXCL16,protein,4,FALSE,TRUE,TRUE,TRUE,FALSE
P21741,P19338,FALSE,FALSE,FALSE,FALSE,FALSE,,2,CellChatDB:28356350;HPRD:12147681,CellChatDB;HPRD,post_translational,12147681;28356350,2,2,2,ligand,ligand,,generic,functional,resource_specific,P21741,MDK,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19338,NCL,protein,1,FALSE,TRUE,FALSE,FALSE,FALSE
P21246,P19338,FALSE,FALSE,FALSE,FALSE,FALSE,,2,CellChatDB:25620911;CellChatDB:28356350,CellChatDB,post_translational,25620911;28356350,2,1,1,ligand,ligand,,generic,functional,resource_specific,P21246,PTN,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19338,NCL,protein,1,FALSE,TRUE,FALSE,FALSE,FALSE
P63000,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,4,ProtMapper:19644057;ProtMapper:21073340;ProtMapper:23345459;ProtMapper:28119542,ProtMapper;REACH_ProtMapper,post_translational,19644057;21073340;23345459;28119542,4,2,1,ligand,ligand,connectomeDB2020;CellChatDB;Baccin2019;CellPhoneDB;OmniPath,generic,functional,resource_specific,P63000,RAC1,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P01584,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:20375003,ProtMapper;Sparser_ProtMapper,post_translational,20375003,1,2,1,ligand,ligand,,generic,functional,resource_specific,P01584,IL1B,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P22004,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:26598555,ProtMapper;REACH_ProtMapper,post_translational,26598555,1,2,1,ligand,ligand,,generic,functional,resource_specific,P22004,BMP6,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
O15123,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,2,ProtMapper:21858121;ProtMapper:27506620,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,post_translational,21858121;27506620,2,3,1,ligand,ligand,,generic,functional,resource_specific,O15123,ANGPT2,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P35968,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,3,BioGRID:25657827;HPRD:10428027;HPRD:11950700,BioGRID;HPRD;PhosphoPoint,post_translational,10428027;11950700;25657827,3,3,3,ligand,ligand,,generic,functional,resource_specific,P35968,KDR,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P01042,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,2,ProtMapper:26556953;ProtMapper:28119542,ProtMapper;REACH_ProtMapper,post_translational,26556953;28119542,2,2,1,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P10145,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:20708398,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,post_translational,20708398,1,3,1,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P15692,P33151,TRUE,FALSE,TRUE,TRUE,FALSE,,2,ProtMapper:24446483;ProtMapper:29054861,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper;Wang,post_translational,24446483;29054861,2,4,2,ligand,ligand,,generic,functional,resource_specific,P15692,VEGFA,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P05362,P33151,TRUE,FALSE,TRUE,TRUE,FALSE,,2,ProtMapper:18783313;ProtMapper:26556953,ProtMapper;REACH_ProtMapper;Wang,post_translational,18783313;26556953,2,3,2,ligand,ligand,,generic,functional,resource_specific,P05362,ICAM1,protein,8,TRUE,FALSE,FALSE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
Q9BY76,P33151,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellChatDB:30049845,CellChatDB,post_translational,30049845,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9BY76,ANGPTL4,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P33151,CDH5,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P63000,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;CellChatDB;Baccin2019;CellPhoneDB;OmniPath,generic,functional,resource_specific,P63000,RAC1,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
O43915,P56199,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,post_translational,32196115,1,6,4,ligand,ligand,,generic,functional,resource_specific,O43915,VEGFD,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P78509,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78509,RELN,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
